,country,happiness_rank,happiness_score,gdp_per_capita,family,health_life_expectancy,freedom,corruption,generosity,dystopia,year,social_support,region_cons
440,Morocco,84,5.2350001335144,0.878114581108093,0.774864435195923,0.59771066904068,0.408158332109451,0.0877631828188896,0.0322099551558495,2.45618939399719,2017,,Middle East and Northern Africa
441,Morocco,85,5.254,0.779,,0.669,0.46,0.074,0.026,,2018,0.797,Middle East and Northern Africa
442,Morocco,89,5.208,0.801,,0.782,0.418,0.076,0.036,,2019,0.782,Middle East and Northern Africa
443,Macedonia,93,5.007,0.91851,1.00232,0.73545,0.33457,0.05327,0.22359,1.73933,2015,,Central and Eastern Europe
444,Macedonia,95,5.121,1.0193,0.78236,0.64738,0.27668,0.07047,0.23507,2.08947,2016,,Central and Eastern Europe
445,Macedonia,92,5.17500019073486,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.0602777935564518,0.25376096367836,1.6174693107605,2017,,Central and Eastern Europe
446,Macedonia,89,5.185,0.959,,0.691,0.394,0.052,0.173,,2018,1.239,Central and Eastern Europe
447,Mozambique,94,4.971,0.08308,1.02626,0.09131,0.34037,0.15603,0.22269,3.05137,2015,,Sub-Saharan Africa
448,Mozambique,113,4.55000019073486,0.234305649995804,0.870701014995575,0.106654435396194,0.480791091918945,0.179436385631561,0.322228103876114,2.35565090179443,2017,,Sub-Saharan Africa
449,Mozambique,123,4.417,0.198,,0.173,0.531,0.158,0.206,,2018,0.902,Sub-Saharan Africa
450,Mozambique,123,4.466,0.204,,0.39,0.494,0.138,0.197,,2019,0.986,Sub-Saharan Africa
451,Albania,95,4.959,0.87867,0.80434,0.81325,0.35733,0.06413,0.14272,1.89894,2015,,Central and Eastern Europe
452,Albania,109,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.92816,2016,,Central and Eastern Europe
453,Albania,109,4.64400005340576,0.996192753314972,0.803685247898102,0.731159746646881,0.381498634815216,0.0398642159998417,0.201312944293022,1.49044156074524,2017,,Central and Eastern Europe
454,Albania,112,4.586,0.916,,0.79,0.419,0.032,0.149,,2018,0.817,Central and Eastern Europe
455,Albania,107,4.719,0.947,,0.874,0.383,0.027,0.178,,2019,0.848,Central and Eastern Europe
456,Bosnia and Herzegovina,96,4.949,0.83223,0.91916,0.79081,0.09245,0.00227,0.24808,2.06367,2015,,Central and Eastern Europe
457,Bosnia and Herzegovina,87,5.163,0.93383,0.64367,0.70766,0.09511,0.0,0.29889,2.48406,2016,,Central and Eastern Europe
458,Bosnia and Herzegovina,90,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.0,0.328867495059967,1.89217257499695,2017,,Central and Eastern Europe
459,Bosnia and Herzegovina,93,5.129,0.915,,0.758,0.28,0.0,0.216,,2018,1.078,Central and Eastern Europe
460,Bosnia and Herzegovina,78,5.386,0.945,,0.845,0.212,0.006,0.263,,2019,1.212,Central and Eastern Europe
461,Lesotho,97,4.898,0.37545,1.04103,0.07612,0.31767,0.12504,0.16388,2.79832,2015,,Sub-Saharan Africa
462,Lesotho,139,3.80800008773804,0.521021246910095,1.19009518623352,0.0,0.390661299228668,0.119094640016556,0.157497271895409,1.42983531951904,2017,,Sub-Saharan Africa
463,Lesotho,141,3.808,0.472,,0.079,0.423,0.112,0.116,,2018,1.215,Sub-Saharan Africa
464,Lesotho,144,3.802,0.489,,0.168,0.359,0.093,0.107,,2019,1.169,Sub-Saharan Africa
465,Dominican Republic,98,4.885,0.89537,1.17202,0.66825,0.57672,0.14234,0.21684,1.21305,2015,,Latin America and Caribbean
466,Dominican Republic,89,5.155,1.02787,0.99496,0.57669,0.52259,0.12372,0.21286,1.69626,2016,,Latin America and Caribbean
467,Dominican Republic,86,5.23000001907349,1.07937383651733,1.40241670608521,0.574873745441437,0.55258983373642,0.113945253193378,0.186967849731445,1.31946516036987,2017,,Latin America and Caribbean
468,Dominican Republic,83,5.302,0.982,,0.614,0.578,0.106,0.12,,2018,1.441,Latin America and Caribbean
469,Dominican Republic,77,5.425,1.015,,0.779,0.497,0.101,0.113,,2019,1.401,Latin America and Caribbean
470,Laos,99,4.876,0.59066,0.73803,0.54909,0.59591,0.24249,0.42192,1.73799,2015,,Southeastern Asia
471,Laos,102,4.876,0.68042,0.5497,0.38291,0.52168,0.22423,0.43079,2.08637,2016,,Southeastern Asia
472,Laos,110,4.623,0.72,,0.441,0.626,0.174,0.23,,2018,1.034,Southeastern Asia
473,Laos,105,4.796,0.764,,0.551,0.547,0.164,0.266,,2019,1.03,Southeastern Asia
474,Mongolia,100,4.874,0.82819,1.3006,0.60268,0.43626,0.02666,0.3323,1.34759,2015,,Eastern Asia
475,Mongolia,101,4.907,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539,1.53586,2016,,Eastern Asia
476,Mongolia,100,4.95499992370605,1.02723586559296,1.4930112361908,0.557783484458923,0.394143968820572,0.0329022891819477,0.338464230298996,1.11129236221313,2017,,Eastern Asia
477,Mongolia,94,5.125,0.914,,0.575,0.395,0.032,0.253,,2018,1.517,Eastern Asia
478,Mongolia,83,5.285,0.948,,0.667,0.317,0.038,0.235,,2019,1.531,Eastern Asia
479,Swaziland,101,4.867,0.71206,1.07284,0.07566,0.30658,0.0306,0.18259,2.48676,2015,,Sub-Saharan Africa
480,Swaziland,135,4.212,0.811,,0.0,0.313,0.135,0.074,,2019,1.149,Sub-Saharan Africa
481,Greece,102,4.857,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101,2015,,Western Europe
482,Greece,99,5.033,1.24886,0.75473,0.80029,0.05822,0.04127,0.0,2.12944,2016,,Western Europe
483,Greece,87,5.22700023651123,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.04328977689147,0.0,1.74922156333923,2017,,Western Europe
484,Greece,79,5.358,1.154,,0.879,0.131,0.044,0.0,,2018,1.202,Western Europe
485,Greece,82,5.287,1.181,,0.999,0.067,0.034,0.0,,2019,1.156,Western Europe
486,Lebanon,103,4.839,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059,2015,,Middle East and Northern Africa
487,Lebanon,93,5.129,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693,2.07339,2016,,Middle East and Northern Africa
488,Lebanon,88,5.22499990463257,1.07498753070831,1.12962424755096,0.735081076622009,0.288515985012054,0.037513829767704,0.264450758695602,1.69507384300232,2017,,Middle East and Northern Africa
489,Lebanon,80,5.358,0.965,,0.785,0.503,0.136,0.214,,2018,1.179,Middle East and Northern Africa
490,Lebanon,91,5.197,0.987,,0.815,0.216,0.027,0.166,,2019,1.224,Middle East and Northern Africa
491,Hungary,104,4.8,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074,2015,,Central and Eastern Europe
492,Hungary,91,5.145,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,1.95473,2016,,Central and Eastern Europe
493,Hungary,75,5.32399988174438,1.2860119342804,1.34313309192657,0.687763452529907,0.175863519310951,0.0366369374096394,0.0784016624093056,1.71645927429199,2017,,Central and Eastern Europe
494,Hungary,69,5.62,1.171,,0.732,0.259,0.022,0.061,,2018,1.401,Central and Eastern Europe
495,Hungary,62,5.758,1.201,,0.828,0.199,0.02,0.081,,2019,1.41,Central and Eastern Europe
496,Honduras,105,4.788,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,1.84408,2015,,Latin America and Caribbean
497,Honduras,104,4.871,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044,2.29551,2016,,Latin America and Caribbean
498,Honduras,91,5.18100023269653,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.0733454525470734,0.236188873648643,2.06581115722656,2017,,Latin America and Caribbean
499,Honduras,72,5.504,0.62,,0.622,0.459,0.074,0.197,,2018,1.205,Latin America and Caribbean
500,Honduras,59,5.86,0.642,,0.828,0.507,0.078,0.246,,2019,1.236,Latin America and Caribbean
501,Tajikistan,106,4.786,0.39047,0.85563,0.57379,0.47216,0.15072,0.22974,2.11399,2015,,Central and Eastern Europe
502,Tajikistan,100,4.996,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998,2.39106,2016,,Central and Eastern Europe
503,Tajikistan,96,5.04099988937378,0.524713635444641,1.27146327495575,0.529235124588013,0.471566706895828,0.146377146244049,0.248997643589973,1.84904932975769,2017,,Central and Eastern Europe
504,Tajikistan,88,5.199,0.474,,0.598,0.292,0.034,0.187,,2018,1.166,Central and Eastern Europe
505,Tajikistan,74,5.467,0.493,,0.718,0.389,0.144,0.23,,2019,1.098,Central and Eastern Europe
506,Tunisia,107,4.739,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,2015,,Middle East and Northern Africa
507,Tunisia,98,5.045,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,2.68413,2016,,Middle East and Northern Africa
508,Tunisia,102,4.80499982833862,1.00726580619812,0.868351459503174,0.613212049007416,0.289680689573288,0.0867231488227844,0.0496933571994305,1.89025115966797,2017,,Middle East and Northern Africa
509,Tunisia,111,4.592,0.9,,0.69,0.271,0.063,0.04,,2018,0.906,Middle East and Northern Africa
510,Tunisia,124,4.461,0.921,,0.815,0.167,0.055,0.059,,2019,1.0,Middle East and Northern Africa
511,Palestinian Territories,108,4.715,0.59867,0.92558,0.66015,0.24499,0.12905,0.11251,2.04384,2015,,Middle East and Northern Africa
512,Palestinian Territories,108,4.754,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154,2.40364,2016,,Middle East and Northern Africa
513,Palestinian Territories,103,4.77500009536743,0.716249227523804,1.15564715862274,0.565666973590851,0.25471106171608,0.0892826020717621,0.114173173904419,1.8788902759552,2017,,Middle East and Northern Africa
514,Palestinian Territories,104,4.743,0.642,,0.602,0.266,0.076,0.086,,2018,1.217,Middle East and Northern Africa
515,Palestinian Territories,110,4.696,0.657,,0.672,0.225,0.066,0.103,,2019,1.247,Middle East and Northern Africa
516,Bangladesh,109,4.694,0.39753,0.43106,0.60164,0.4082,0.12569,0.21222,2.51767,2015,,Southern Asia
517,Bangladesh,110,4.643,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,2.60904,2016,,Southern Asia
518,Bangladesh,110,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.123717859387398,0.172255352139473,1.97873616218567,2017,,Southern Asia
519,Bangladesh,115,4.5,0.532,,0.579,0.58,0.144,0.153,,2018,0.85,Southern Asia
520,Bangladesh,125,4.456,0.562,,0.723,0.527,0.143,0.166,,2019,0.928,Southern Asia
521,Iran,110,4.686,1.0088,0.54447,0.69805,0.30033,0.05863,0.38086,1.6944,2015,,Middle East and Northern Africa
522,Iran,105,4.813,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,1.99817,2016,,Middle East and Northern Africa
523,Iran,108,4.69199991226196,1.15687310695648,0.711551249027252,0.639333188533783,0.249322608113289,0.048761073499918,0.387242913246155,1.49873495101929,2017,,Middle East and Northern Africa
524,Iran,106,4.707,1.059,,0.691,0.459,0.129,0.282,,2018,0.771,Middle East and Northern Africa
525,Iran,117,4.548,1.1,,0.785,0.305,0.125,0.27,,2019,0.842,Middle East and Northern Africa
526,Ukraine,111,4.681,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,2015,,Central and Eastern Europe
527,Ukraine,123,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066,2016,,Central and Eastern Europe
528,Ukraine,132,4.09600019454956,0.89465194940567,1.39453756809235,0.575903952121735,0.122974775731564,0.0230294708162546,0.270061463117599,0.814382314682007,2017,,Central and Eastern Europe
529,Ukraine,138,4.103,0.793,,0.609,0.163,0.011,0.187,,2018,1.413,Central and Eastern Europe
530,Ukraine,133,4.332,0.82,,0.739,0.178,0.01,0.187,,2019,1.39,Central and Eastern Europe
531,Iraq,112,4.677,0.98549,0.81889,0.60237,0.0,0.13788,0.17922,1.95335,2015,,Middle East and Northern Africa
532,Iraq,112,4.575,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,1.81657,2016,,Middle East and Northern Africa
533,Iraq,117,4.49700021743774,1.10271048545837,0.978613197803497,0.501180469989777,0.288555532693863,0.107215754687786,0.19963726401329,1.31890726089478,2017,,Middle East and Northern Africa
534,Iraq,117,4.456,1.01,,0.536,0.304,0.095,0.148,,2018,0.971,Middle East and Northern Africa
535,Iraq,126,4.437,1.043,,0.574,0.241,0.089,0.148,,2019,0.98,Middle East and Northern Africa
536,South Africa,113,4.642,0.92049,1.18468,0.27688,0.33207,0.08884,0.11973,1.71956,2015,,Sub-Saharan Africa
537,South Africa,116,4.459,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,1.64227,2016,,Sub-Saharan Africa
538,South Africa,101,4.8289999961853,1.05469870567322,1.38478863239288,0.187080070376396,0.479246735572815,0.0725094974040985,0.139362379908562,1.51090860366821,2017,,Sub-Saharan Africa
539,South Africa,105,4.724,0.94,,0.33,0.516,0.056,0.103,,2018,1.41,Sub-Saharan Africa
540,South Africa,106,4.722,0.96,,0.469,0.389,0.055,0.13,,2019,1.351,Sub-Saharan Africa
541,Ghana,114,4.633,0.54558,0.67954,0.40132,0.42342,0.04355,0.23087,2.30919,2015,,Sub-Saharan Africa
542,Ghana,124,4.276,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2.2002,2016,,Sub-Saharan Africa
543,Ghana,131,4.11999988555908,0.667224824428558,0.873664736747742,0.295637726783752,0.423026293516159,0.0253363698720932,0.256923943758011,1.57786750793457,2017,,Sub-Saharan Africa
544,Ghana,108,4.657,0.592,,0.337,0.499,0.029,0.212,,2018,0.896,Sub-Saharan Africa
545,Ghana,98,4.996,0.611,,0.486,0.381,0.04,0.245,,2019,0.868,Sub-Saharan Africa
546,Zimbabwe,115,4.61,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,2.44191,2015,,Sub-Saharan Africa
547,Zimbabwe,131,4.193,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,2.4427,2016,,Sub-Saharan Africa
548,Zimbabwe,138,3.875,0.375846534967422,1.08309590816498,0.196763753890991,0.336384207010269,0.0953753814101219,0.189143493771553,1.59797024726868,2017,,Sub-Saharan Africa
549,Zimbabwe,144,3.692,0.357,,0.248,0.406,0.099,0.132,,2018,1.094,Sub-Saharan Africa
550,Zimbabwe,146,3.663,0.366,,0.433,0.361,0.089,0.151,,2019,1.114,Sub-Saharan Africa
551,Liberia,116,4.571,0.0712,0.78968,0.34201,0.28531,0.06232,0.24362,2.77729,2015,,Sub-Saharan Africa
552,Liberia,150,3.622,0.10706,0.50353,0.23165,0.25748,0.04852,0.24063,2.23284,2016,,Sub-Saharan Africa
553,Liberia,148,3.53299999237061,0.119041793048382,0.872117936611176,0.229918196797371,0.332881182432175,0.0389482490718365,0.26654988527298,1.67328596115112,2017,,Sub-Saharan Africa
554,Liberia,149,3.495,0.076,,0.267,0.419,0.03,0.206,,2018,0.858,Sub-Saharan Africa
555,Liberia,141,3.975,0.073,,0.443,0.37,0.033,0.233,,2019,0.922,Sub-Saharan Africa
556,India,117,4.565,0.64499,0.38174,0.51529,0.39786,0.08492,0.26475,2.27513,2015,,Southern Asia
557,India,118,4.404,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2.18032,2016,,Southern Asia
558,India,122,4.31500005722046,0.792221248149872,0.754372596740723,0.455427616834641,0.469987004995346,0.0922268852591515,0.231538489460945,1.5191171169281,2017,,Southern Asia
559,India,133,4.19,0.721,,0.485,0.539,0.093,0.172,,2018,0.747,Southern Asia
560,India,140,4.015,0.755,,0.588,0.498,0.085,0.2,,2019,0.765,Southern Asia
561,Sudan,118,4.55,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857,2015,,Sub-Saharan Africa
562,Sudan,133,4.139,0.63069,0.81928,0.29759,0.0,0.10039,0.18077,2.10995,2016,,Sub-Saharan Africa
563,Sudan,130,4.13899993896484,0.65951669216156,1.21400856971741,0.290920823812485,0.0149958552792668,0.089847519993782,0.182317450642586,1.68706583976746,2017,,Sub-Saharan Africa
564,Sudan,137,4.139,0.605,,0.312,0.016,0.082,0.134,,2018,1.24,Sub-Saharan Africa
565,Haiti,119,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2.24173,2015,,Latin America and Caribbean
566,Haiti,136,4.028,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,2.37116,2016,,Latin America and Caribbean
567,Haiti,145,3.6029999256134,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.0998721495270729,0.489203780889511,1.69716763496399,2017,,Latin America and Caribbean
568,Haiti,148,3.582,0.315,,0.289,0.025,0.104,0.392,,2018,0.714,Latin America and Caribbean
569,Haiti,147,3.597,0.323,,0.449,0.026,0.11,0.419,,2019,0.688,Latin America and Caribbean
570,Congo (Kinshasa),120,4.517,0.0,1.0012,0.09806,0.22605,0.07625,0.24834,2.86712,2015,,Sub-Saharan Africa
571,Congo (Kinshasa),125,4.272,0.05661,0.80676,0.188,0.15602,0.06075,0.25458,2.74924,2016,,Sub-Saharan Africa
572,Congo (Kinshasa),126,4.28000020980835,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.0602413564920425,0.246455833315849,2.22495865821838,2017,,Sub-Saharan Africa
573,Congo (Kinshasa),132,4.245,0.069,,0.204,0.312,0.052,0.197,,2018,1.136,Sub-Saharan Africa
574,Congo (Kinshasa),127,4.418,0.094,,0.357,0.269,0.053,0.212,,2019,1.125,Sub-Saharan Africa
575,Nepal,121,4.514,0.35997,0.86449,0.56874,0.38282,0.05907,0.32296,1.95637,2015,,Southern Asia
576,Nepal,107,4.793,0.44626,0.69699,0.50073,0.37012,0.07008,0.3816,2.32694,2016,,Southern Asia
577,Nepal,99,4.96199989318848,0.479820191860199,1.17928326129913,0.504130780696869,0.440305948257446,0.0729755461215973,0.394096165895462,1.8912410736084,2017,,Southern Asia
578,Nepal,101,4.88,0.425,,0.539,0.526,0.078,0.302,,2018,1.228,Southern Asia
579,Nepal,100,4.913,0.446,,0.677,0.439,0.089,0.285,,2019,1.226,Southern Asia
580,Ethiopia,122,4.512,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,2015,,Sub-Saharan Africa
581,Ethiopia,115,4.508,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2.65614,2016,,Sub-Saharan Africa
582,Ethiopia,119,4.46000003814697,0.339233845472336,0.86466920375824,0.353409707546234,0.408842742443085,0.165455713868141,0.312650740146637,2.01574373245239,2017,,Sub-Saharan Africa
583,Ethiopia,127,4.35,0.308,,0.391,0.452,0.146,0.22,,2018,0.95,Sub-Saharan Africa
584,Ethiopia,134,4.286,0.336,,0.532,0.344,0.1,0.209,,2019,1.033,Sub-Saharan Africa
585,Sierra Leone,123,4.507,0.33024,0.95571,0.0,0.4084,0.08786,0.21488,2.51009,2015,,Sub-Saharan Africa
586,Sierra Leone,111,4.635,0.36485,0.628,0.0,0.30685,0.08196,0.23897,3.01402,2016,,Sub-Saharan Africa
587,Sierra Leone,106,4.70900011062622,0.36842092871666,0.984136044979095,0.0055647538974881,0.318697690963745,0.0710951760411263,0.293040901422501,2.66845989227295,2017,,Sub-Saharan Africa
588,Sierra Leone,113,4.571,0.256,,0.0,0.355,0.053,0.238,,2018,0.813,Sub-Saharan Africa
589,Sierra Leone,129,4.374,0.268,,0.242,0.309,0.045,0.252,,2019,0.841,Sub-Saharan Africa
590,Mauritania,124,4.436,0.45407,0.86908,0.35874,0.24232,0.17461,0.219,2.11773,2015,,Sub-Saharan Africa
591,Mauritania,130,4.201,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,1.9263,2016,,Sub-Saharan Africa
592,Mauritania,123,4.29199981689453,0.648457288742065,1.2720308303833,0.285349279642105,0.0960980430245399,0.136957004666328,0.201870024204254,1.65163731575012,2017,,Sub-Saharan Africa
593,Mauritania,126,4.356,0.557,,0.292,0.129,0.093,0.134,,2018,1.245,Sub-Saharan Africa
594,Mauritania,122,4.49,0.57,,0.489,0.066,0.088,0.106,,2019,1.167,Sub-Saharan Africa
595,Kenya,125,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,2015,,Sub-Saharan Africa
596,Kenya,122,4.356,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,1.88326,2016,,Sub-Saharan Africa
597,Kenya,112,4.55299997329712,0.560479462146759,1.06795072555542,0.309988349676132,0.452763766050339,0.0646413192152977,0.444860309362411,1.6519021987915,2017,,Sub-Saharan Africa
598,Kenya,124,4.41,0.493,,0.454,0.504,0.055,0.352,,2018,1.048,Sub-Saharan Africa
599,Kenya,121,4.509,0.512,,0.581,0.431,0.053,0.372,,2019,0.983,Sub-Saharan Africa
600,Djibouti,126,4.369,0.44025,0.59207,0.36291,0.46074,0.28105,0.18093,2.05125,2015,,Sub-Saharan Africa
601,Armenia,127,4.35,0.76821,0.77711,0.7299,0.19847,0.039,0.07855,1.75873,2015,,Central and Eastern Europe
602,Armenia,121,4.36,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,1.97864,2016,,Central and Eastern Europe
603,Armenia,121,4.37599992752075,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0266744215041399,0.0834880918264389,1.5214991569519,2017,,Central and Eastern Europe
604,Armenia,129,4.321,0.816,,0.666,0.26,0.028,0.077,,2018,0.99,Central and Eastern Europe
605,Armenia,116,4.559,0.85,,0.815,0.283,0.064,0.095,,2019,1.055,Central and Eastern Europe
606,Botswana,128,4.332,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,1.46181,2015,,Sub-Saharan Africa
607,Botswana,137,3.974,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,0.96741,2016,,Sub-Saharan Africa
608,Botswana,142,3.76600003242493,1.12209415435791,1.22155499458313,0.341755509376526,0.505196332931519,0.0985831990838051,0.0993484482169151,0.3779137134552,2017,,Sub-Saharan Africa
609,Botswana,146,3.59,1.017,,0.417,0.557,0.092,0.042,,2018,1.174,Sub-Saharan Africa
610,Botswana,148,3.488,1.041,,0.538,0.455,0.1,0.025,,2019,1.145,Sub-Saharan Africa
611,Myanmar,129,4.307,0.27108,0.70905,0.48246,0.44017,0.19034,0.79588,1.41805,2015,,Southeastern Asia
612,Myanmar,119,4.395,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,1.50655,2016,,Southeastern Asia
613,Myanmar,114,4.54500007629395,0.367110550403595,1.12323594093323,0.397522568702698,0.514492034912109,0.188816204667091,0.838075160980225,1.11529040336609,2017,,Southeastern Asia
614,Myanmar,130,4.308,0.682,,0.429,0.58,0.178,0.598,,2018,1.174,Southeastern Asia
615,Myanmar,131,4.36,0.71,,0.555,0.525,0.172,0.566,,2019,1.181,Southeastern Asia
616,Georgia,130,4.297,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541,2015,,Central and Eastern Europe
617,Georgia,126,4.252,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,1.87031,2016,,Central and Eastern Europe
618,Georgia,125,4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.251666635274887,0.0540088154375553,1.50013780593872,2017,,Central and Eastern Europe
619,Georgia,128,4.34,0.853,,0.643,0.375,0.215,0.038,,2018,0.592,Central and Eastern Europe
620,Georgia,119,4.519,0.886,,0.752,0.346,0.164,0.043,,2019,0.666,Central and Eastern Europe
621,Malawi,131,4.292,0.01604,0.41134,0.22562,0.43054,0.06977,0.33128,2.80791,2015,,Sub-Saharan Africa
622,Malawi,132,4.156,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859,2016,,Sub-Saharan Africa
623,Malawi,136,3.97000002861023,0.233442038297653,0.512568831443787,0.315089583396912,0.466914653778076,0.0727116540074348,0.287170469760895,2.08178615570068,2017,,Sub-Saharan Africa
624,Malawi,147,3.587,0.186,,0.306,0.531,0.08,0.21,,2018,0.541,Sub-Saharan Africa
625,Malawi,150,3.41,0.191,,0.495,0.443,0.089,0.218,,2019,0.56,Sub-Saharan Africa
626,Sri Lanka,132,4.271,0.83524,1.01905,0.70806,0.53726,0.09179,0.40828,0.67108,2015,,Southern Asia
627,Sri Lanka,117,4.415,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,0.91681,2016,,Southern Asia
628,Sri Lanka,120,4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.0736539661884308,0.490863561630249,0.419389247894287,2017,,Southern Asia
629,Sri Lanka,116,4.471,0.918,,0.672,0.585,0.05,0.307,,2018,1.314,Southern Asia
630,Sri Lanka,130,4.366,0.949,,0.831,0.47,0.047,0.244,,2019,1.265,Southern Asia
631,Cameroon,133,4.252,0.4225,0.88767,0.23402,0.49309,0.05786,0.20618,1.95071,2015,,Sub-Saharan Africa
632,Cameroon,114,4.513,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268,2.5198,2016,,Sub-Saharan Africa
633,Cameroon,107,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.0513066314160824,0.236298456788063,2.3336455821991,2017,,Sub-Saharan Africa
634,Cameroon,99,4.975,0.535,,0.182,0.454,0.043,0.183,,2018,0.891,Sub-Saharan Africa
635,Cameroon,96,5.044,0.549,,0.331,0.381,0.037,0.187,,2019,0.91,Sub-Saharan Africa
636,Bulgaria,134,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,2015,,Central and Eastern Europe
637,Bulgaria,129,4.217,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,2016,,Central and Eastern Europe
638,Bulgaria,105,4.71400022506714,1.1614590883255,1.43437945842743,0.708217680454254,0.289231717586517,0.0110515309497714,0.113177694380283,0.996139287948608,2017,,Central and Eastern Europe
639,Bulgaria,100,4.933,1.054,,0.712,0.359,0.009,0.064,,2018,1.515,Central and Eastern Europe
640,Bulgaria,97,5.011,1.092,,0.815,0.311,0.004,0.081,,2019,1.513,Central and Eastern Europe
641,Egypt,135,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,2015,,Middle East and Northern Africa
642,Egypt,120,4.362,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,1.96895,2016,,Middle East and Northern Africa
643,Egypt,104,4.7350001335144,0.989701807498932,0.997471392154694,0.520187258720398,0.282110154628754,0.114381365478039,0.128631442785263,1.70216107368469,2017,,Middle East and Northern Africa
644,Egypt,122,4.419,0.885,,0.553,0.312,0.107,0.092,,2018,1.025,Middle East and Northern Africa
645,Egypt,137,4.166,0.913,,0.644,0.241,0.067,0.076,,2019,1.039,Middle East and Northern Africa
646,Yemen,136,4.077,0.54649,0.68093,0.40064,0.35571,0.07854,0.09131,1.92313,2015,,Middle East and Northern Africa
647,Yemen,147,3.724,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,1.97295,2016,,Middle East and Northern Africa
648,Yemen,146,3.59299993515015,0.591683447360992,0.93538224697113,0.310080915689468,0.249463722109795,0.0567674227058887,0.104125209152699,1.34560060501099,2017,,Middle East and Northern Africa
649,Yemen,152,3.355,0.442,,0.343,0.244,0.064,0.083,,2018,1.073,Middle East and Northern Africa
650,Yemen,151,3.38,0.287,,0.463,0.143,0.077,0.108,,2019,1.163,Middle East and Northern Africa
651,Angola,137,4.033,0.75778,0.8604,0.16683,0.10384,0.07122,0.12344,1.94939,2015,,Sub-Saharan Africa
652,Angola,141,3.866,0.84731,0.66366,0.04991,0.00589,0.08434,0.12071,2.09459,2016,,Sub-Saharan Africa
653,Angola,140,3.79500007629395,0.858428180217743,1.10441195964813,0.0498686656355858,0.0,0.0697203353047371,0.097926490008831,1.61448240280151,2017,,Sub-Saharan Africa
